Source,Target,Value
1010100,1630111,4
1010100,1631100,4
1010100,1631101,4
1010100,1631110,4
1010100,1631111,4
1010100,2110100,4
1010100,2110101,4
1010100,2110110,4
1010100,2110111,4
1010100,2111100,4
1010100,2111101,4
1010100,2111110,4
1010100,2111111,4
1010100,2120100,4
1010100,2120101,4
1010100,2120110,4
1010100,2120111,4
1010100,2121100,4
1010100,2121101,4
1010100,2121110,4
1010100,2121111,4
1010100,2130100,4
1010100,2130101,4
1010100,2130110,4
1010100,2130111,4
1010100,2131100,4
1010100,2131101,4
1010100,2131110,4
1010100,2131111,4
1010101,1011001,4
1010101,1011011,4
1010101,1020001,4
1010101,1020011,4
1010101,1021001,4
1010101,1021011,4
1010101,1030001,4
1010101,1030011,4
1010101,1031001,4
1010101,1031011,4
1010101,1610100,4
1010101,1610110,4
1010101,1611100,4
1010101,1611110,4
1010101,1620100,4
1010101,1620110,4
1010101,1621100,4
1010101,1621110,4
1010101,1630100,4
1010101,1630110,4
1010101,1631100,4
1010101,1631110,4
1010101,2110100,4
1010101,2110101,4
1010101,2110110,4
1010101,2110111,4
1010101,2111100,4
1010101,2111101,4
1010101,2111110,4
1010101,2111111,4
1010101,2120100,4
1010101,2120101,4
1010101,2120110,4
1010101,2120111,4
1010101,2121100,4
1010101,2121101,4
1010101,2121110,4
1010101,2121111,4
1010101,2130100,4
1010101,2130101,4
1010101,2130110,4
1010101,2130111,4
1010101,2131100,4
1010101,2131101,4
1010101,2131110,4
1010101,2131111,4
1010110,1610100,4
1010110,1610101,4
1010110,1611100,4
1010110,1611101,4
1010110,1620100,4
1010110,1620101,4
1010110,1621100,4
1010110,1621101,4
1010110,1630100,4
1010110,1630101,4
1010110,1631100,4
1010110,1631101,4
1010110,2110100,4
1010110,2110101,4
1010110,2111100,4
1010110,2111101,4
1010110,2120100,4
1010110,2120101,4
1010110,2121100,4
1010110,2121101,4
1010110,2130100,4
1010110,2130101,4
1010110,2131100,4
1010110,2131101,4
1010111,1011001,4
1010111,1020001,4
1010111,1021001,4
1010111,1030001,4
1010111,1031001,4
1010111,1610100,4
1010111,1611100,4
1010111,1620100,4
1010111,1621100,4
1010111,1630100,4
1010111,1631100,4
1010111,2110100,4
1010111,2110101,4
1010111,2111100,4
1010111,2111101,4
1010111,2120100,4
1010111,2120101,4
1010111,2121100,4
1010111,2121101,4
1010111,2130100,4
1010111,2130101,4
1010111,2131100,4
1010111,2131101,4
1011001,1020001,4
1011001,1020011,4
1011001,1020101,4
1011001,1020111,4
1011001,1030001,4
1011001,1030011,4
1011001,1030101,4
1011001,1030111,4
1011011,1020001,4
1011011,1020101,4
1011011,1030001,4
1011011,1030101,4
1011100,1610100,4
1011100,1610101,4
1011100,1610110,4
1011100,1610111,4
1011100,1611100,4
1011100,1611101,4
1011100,1611110,4
1011100,1611111,4
1011100,1620100,4
1011100,1620101,4
1011100,1620110,4
1011100,1620111,4
1011100,1621100,4
1011100,1621101,4
1011100,1621110,4
1011100,1621111,4
1011100,1630100,4
1011100,1630101,4
1011100,1630110,4
1011100,1630111,4
1011100,1631100,4
1011100,1631101,4
1011100,1631110,4
1011100,1631111,4
1011100,2110100,4
1011100,2110101,4
1011100,2110110,4
1011100,2110111,4
1011100,2111100,4
1011100,2111101,4
1011100,2111110,4
1011100,2111111,4
1011100,2120100,4
1011100,2120101,4
1011100,2120110,4
1011100,2120111,4
1011100,2121100,4
1011100,2121101,4
1011100,2121110,4
1011100,2121111,4
1011100,2130100,4
1011100,2130101,4
1011100,2130110,4
1011100,2130111,4
1011100,2131100,4
1011100,2131101,4
1011100,2131110,4
1011100,2131111,4
1011101,1020001,4
1011101,1020011,4
1011101,1030001,4
1011101,1030011,4
1011101,1610100,4
1011101,1610110,4
1011101,1611100,4
1011101,1611110,4
1011101,1620100,4
1011101,1620110,4
1011101,1621100,4
1011101,1621110,4
1011101,1630100,4
1011101,1630110,4
1011101,1631100,4
1011101,1631110,4
1011101,2110100,4
1011101,2110101,4
1011101,2110110,4
1011101,2110111,4
1011101,2111100,4
1011101,2111101,4
1011101,2111110,4
1011101,2111111,4
1011101,2120100,4
1011101,2120101,4
1011101,2120110,4
1011101,2120111,4
1011101,2121100,4
1011101,2121101,4
1011101,2121110,4
1011101,2121111,4
1011101,2130100,4
1011101,2130101,4
1011101,2130110,4
1011101,2130111,4
1011101,2131100,4
1011101,2131101,4
1011101,2131110,4
1011101,2131111,4
1011110,1610100,4
1011110,1610101,4
1011110,1611100,4
1011110,1611101,4
1011110,1620100,4
1011110,1620101,4
1011110,1621100,4
1011110,1621101,4
1011110,1630100,4
1011110,1630101,4
1011110,1631100,4
1011110,1631101,4
1011110,2110100,4
1011110,2110101,4
1011110,2111100,4
1011110,2111101,4
1011110,2120100,4
1011110,2120101,4
1011110,2121100,4
1011110,2121101,4
1011110,2130100,4
1011110,2130101,4
1011110,2131100,4
1011110,2131101,4
1011111,1020001,4
1011111,1030001,4
1011111,1610100,4
1011111,1611100,4
1011111,1620100,4
1011111,1621100,4
1011111,1630100,4
1011111,1631100,4
1011111,2110100,4
1011111,2110101,4
1011111,2111100,4
1011111,2111101,4
1011111,2120100,4
1011111,2120101,4
1011111,2121100,4
1011111,2121101,4
1011111,2130100,4
1011111,2130101,4
1011111,2131100,4
1011111,2131101,4
1020001,1020011,4
1020001,1020101,4
1020001,1020111,4
1020001,1021001,4
1020001,1021011,4
1020001,1021101,4
1020001,1021111,4
1020001,1030001,4
1020001,1030011,4
1020001,1030101,4
1020001,1030111,4
1020001,1031001,4
1020001,1031011,4
1020001,1031101,4
1020001,1031111,4
1020011,1020101,4
1020011,1021001,4
1020011,1021101,4
1020011,1030001,4
1020011,1030101,4
1020011,1031001,4
1020011,1031101,4
1020100,1610100,4
1020100,1610101,4
1020100,1610110,4
1020100,1610111,4
1020100,1611100,4
1020100,1611101,4
1020100,1611110,4
1020100,1611111,4
1020100,1620100,4
1020100,1620101,4
1020100,1620110,4
1020100,1620111,4
1020100,1621100,4
1020100,1621101,4
1020100,1621110,4
1020100,1621111,4
1020100,1630100,4
1020100,1630101,4
1020100,1630110,4
1020100,1630111,4
1020100,1631100,4
1020100,1631101,4
1020100,1631110,4
1020100,1631111,4
1020100,2110100,4
1020100,2110101,4
1020100,2110110,4
1020100,2110111,4
1020100,2111100,4
1020100,2111101,4
1020100,2111110,4
1020100,2111111,4
1020100,2120100,4
1020100,2120101,4
1020100,2120110,4
1020100,2120111,4
1020100,2121100,4
1020100,2121101,4
1020100,2121110,4
1020100,2121111,4
1020100,2130100,4
1020100,2130101,4
1020100,2130110,4
1020100,2130111,4
1020100,2131100,4
1020100,2131101,4
1020100,2131110,4
1020100,2131111,4
1020101,1021001,4
1020101,1021011,4
1020101,1030001,4
1020101,1030011,4
1020101,1031001,4
1020101,1031011,4
1020101,1610100,4
1020101,1610110,4
1020101,1611100,4
1020101,1611110,4
1020101,1620100,4
1020101,1620110,4
1020101,1621100,4
1020101,1621110,4
1020101,1630100,4
1020101,1630110,4
1020101,1631100,4
1020101,1631110,4
1020101,2110100,4
1020101,2110101,4
1020101,2110110,4
1020101,2110111,4
1020101,2111100,4
1020101,2111101,4
1020101,2111110,4
1020101,2111111,4
1020101,2120100,4
1020101,2120101,4
1020101,2120110,4
1020101,2120111,4
1020101,2121100,4
1020101,2121101,4
1020101,2121110,4
1020101,2121111,4
1020101,2130100,4
1020101,2130101,4
1020101,2130110,4
1020101,2130111,4
1020101,2131100,4
1020101,2131101,4
1020101,2131110,4
1020101,2131111,4
1020110,1610100,4
1020110,1610101,4
1020110,1611100,4
1020110,1611101,4
1020110,1620100,4
1020110,1620101,4
1020110,1621100,4
1020110,1621101,4
1020110,1630100,4
1020110,1630101,4
1020110,1631100,4
1020110,1631101,4
1020110,2110100,4
1020110,2110101,4
1020110,2111100,4
1020110,2111101,4
1020110,2120100,4
1020110,2120101,4
1020110,2121100,4
1020110,2121101,4
1020110,2130100,4
1020110,2130101,4
1020110,2131100,4
1020110,2131101,4
1020111,1021001,4
1020111,1030001,4
1020111,1031001,4
1020111,1610100,4
1020111,1611100,4
1020111,1620100,4
1020111,1621100,4
1020111,1630100,4
1020111,1631100,4
1020111,2110100,4
1020111,2110101,4
1020111,2111100,4
1020111,2111101,4
1020111,2120100,4
1020111,2120101,4
1020111,2121100,4
1020111,2121101,4
1020111,2130100,4
1020111,2130101,4
1020111,2131100,4
1020111,2131101,4
1021001,1030001,4
1021001,1030011,4
1021001,1030101,4
1021001,1030111,4
1021011,1030001,4
1021011,1030101,4
1021100,1610100,4
1021100,1610101,4
1021100,1610110,4
1021100,1610111,4
1021100,1611100,4
1021100,1611101,4
1021100,1611110,4
1021100,1611111,4
1021100,1620100,4
1021100,1620101,4
1021100,1620110,4
1021100,1620111,4
1021100,1621100,4
1021100,1621101,4
1021100,1621110,4
1021100,1621111,4
1021100,1630100,4
1021100,1630101,4
1021100,1630110,4
1021100,1630111,4
1021100,1631100,4
1021100,1631101,4
1021100,1631110,4
1021100,1631111,4
1021100,2110100,4
1021100,2110101,4
1021100,2110110,4
1021100,2110111,4
1021100,2111100,4
1021100,2111101,4
1021100,2111110,4
1021100,2111111,4
1021100,2120100,4
1021100,2120101,4
1021100,2120110,4
1021100,2120111,4
1021100,2121100,4
1021100,2121101,4
1021100,2121110,4
1021100,2121111,4
1021100,2130100,4
1021100,2130101,4
1021100,2130110,4
1021100,2130111,4
1021100,2131100,4
1021100,2131101,4
1021100,2131110,4
1021100,2131111,4
1021101,1030001,4
1021101,1030011,4
1021101,1610100,4
1021101,1610110,4
1021101,1611100,4
1021101,1611110,4
1021101,1620100,4
1021101,1620110,4
1021101,1621100,4
1021101,1621110,4
1021101,1630100,4
1021101,1630110,4
1021101,1631100,4
1021101,1631110,4
1021101,2110100,4
1021101,2110101,4
1021101,2110110,4
1021101,2110111,4
1021101,2111100,4
1021101,2111101,4
1021101,2111110,4
1021101,2111111,4
1021101,2120100,4
1021101,2120101,4
1021101,2120110,4
1021101,2120111,4
1021101,2121100,4
1021101,2121101,4
1021101,2121110,4
1021101,2121111,4
1021101,2130100,4
1021101,2130101,4
1021101,2130110,4
1021101,2130111,4
1021101,2131100,4
1021101,2131101,4
1021101,2131110,4
1021101,2131111,4
1021110,1610100,4
1021110,1610101,4
1021110,1611100,4
1021110,1611101,4
1021110,1620100,4
1021110,1620101,4
1021110,1621100,4
1021110,1621101,4
1021110,1630100,4
1021110,1630101,4
1021110,1631100,4
1021110,1631101,4
1021110,2110100,4
1021110,2110101,4
1021110,2111100,4
1021110,2111101,4
1021110,2120100,4
1021110,2120101,4
1021110,2121100,4
1021110,2121101,4
1021110,2130100,4
1021110,2130101,4
1021110,2131100,4
1021110,2131101,4
1021111,1030001,4
1021111,1610100,4
1021111,1611100,4
1021111,1620100,4
1021111,1621100,4
1021111,1630100,4
1021111,1631100,4
1021111,2110100,4
1021111,2110101,4
1021111,2111100,4
1021111,2111101,4
1021111,2120100,4
1021111,2120101,4
1021111,2121100,4
1021111,2121101,4
1021111,2130100,4
1021111,2130101,4
1021111,2131100,4
1021111,2131101,4
1030001,1030011,4
1030001,1030101,4
1030001,1030111,4
1030001,1031001,4
1030001,1031011,4
1030001,1031101,4
1030001,1031111,4
1030011,1030101,4
1030011,1031001,4
1030011,1031101,4
1030100,1610100,4
1030100,1610101,4
1030100,1610110,4
1030100,1610111,4
1030100,1611100,4
1030100,1611101,4
1030100,1611110,4
1030100,1611111,4
1030100,1620100,4
1030100,1620101,4
1030100,1620110,4
1030100,1620111,4
1030100,1621100,4
1030100,1621101,4
1030100,1621110,4
1030100,1621111,4
1030100,1630100,4
1030100,1630101,4
1030100,1630110,4
1030100,1630111,4
1030100,1631100,4
1030100,1631101,4
1030100,1631110,4
1030100,1631111,4
1030100,2110100,4
1030100,2110101,4
1030100,2110110,4
1030100,2110111,4
1030100,2111100,4
1030100,2111101,4
1030100,2111110,4
1030100,2111111,4
1030100,2120100,4
1030100,2120101,4
1030100,2120110,4
1030100,2120111,4
1030100,2121100,4
1030100,2121101,4
1030100,2121110,4
1030100,2121111,4
1030100,2130100,4
1030100,2130101,4
1030100,2130110,4
1030100,2130111,4
1030100,2131100,4
1030100,2131101,4
1030100,2131110,4
1030100,2131111,4
1030101,1031001,4
1030101,1031011,4
1030101,1610100,4
1030101,1610110,4
1030101,1611100,4
1030101,1611110,4
1030101,1620100,4
1030101,1620110,4
1030101,1621100,4
1030101,1621110,4
1030101,1630100,4
1030101,1630110,4
1030101,1631100,4
1030101,1631110,4
1030101,2110100,4
1030101,2110101,4
1030101,2110110,4
1030101,2110111,4
1030101,2111100,4
1030101,2111101,4
1030101,2111110,4
1030101,2111111,4
1030101,2120100,4
1030101,2120101,4
1030101,2120110,4
1030101,2120111,4
1030101,2121100,4
1030101,2121101,4
1030101,2121110,4
1030101,2121111,4
1030101,2130100,4
1030101,2130101,4
1030101,2130110,4
1030101,2130111,4
1030101,2131100,4
1030101,2131101,4
1030101,2131110,4
1030101,2131111,4
1030110,1610100,4
1030110,1610101,4
1030110,1611100,4
1030110,1611101,4
1030110,1620100,4
1030110,1620101,4
1030110,1621100,4
1030110,1621101,4
1030110,1630100,4
1030110,1630101,4
1030110,1631100,4
1030110,1631101,4
1030110,2110100,4
1030110,2110101,4
1030110,2111100,4
1030110,2111101,4
1030110,2120100,4
1030110,2120101,4
1030110,2121100,4
1030110,2121101,4
1030110,2130100,4
1030110,2130101,4
1030110,2131100,4
1030110,2131101,4
1030111,1031001,4
1030111,1610100,4
1030111,1611100,4
1030111,1620100,4
1030111,1621100,4
1030111,1630100,4
1030111,1631100,4
1030111,2110100,4
1030111,2110101,4
1030111,2111100,4
1030111,2111101,4
1030111,2120100,4
1030111,2120101,4
1030111,2121100,4
1030111,2121101,4
1030111,2130100,4
1030111,2130101,4
1030111,2131100,4
1030111,2131101,4
1031100,1610100,4
1031100,1610101,4
1031100,1610110,4
1031100,1610111,4
1031100,1611100,4
1031100,1611101,4
1031100,1611110,4
1031100,1611111,4
1031100,1620100,4
1031100,1620101,4
1031100,1620110,4
1031100,1620111,4
1031100,1621100,4
1031100,1621101,4
1031100,1621110,4
1031100,1621111,4
1031100,1630100,4
1031100,1630101,4
1031100,1630110,4
1031100,1630111,4
1031100,1631100,4
1031100,1631101,4
1031100,1631110,4
1031100,1631111,4
1031100,2110100,4
1031100,2110101,4
1031100,2110110,4
1031100,2110111,4
1031100,2111100,4
1031100,2111101,4
1031100,2111110,4
1031100,2111111,4
1031100,2120100,4
1031100,2120101,4
1031100,2120110,4
1031100,2120111,4
1031100,2121100,4
1031100,2121101,4
1031100,2121110,4
1031100,2121111,4
1031100,2130100,4
1031100,2130101,4
1031100,2130110,4
1031100,2130111,4
1031100,2131100,4
1031100,2131101,4
1031100,2131110,4
1031100,2131111,4
1031101,1610100,4
1031101,1610110,4
1031101,1611100,4
1031101,1611110,4
1031101,1620100,4
1031101,1620110,4
1031101,1621100,4
1031101,1621110,4
1031101,1630100,4
1031101,1630110,4
1031101,1631100,4
1031101,1631110,4
1031101,2110100,4
1031101,2110101,4
1031101,2110110,4
1031101,2110111,4
1031101,2111100,4
1031101,2111101,4
1031101,2111110,4
1031101,2111111,4
1031101,2120100,4
1031101,2120101,4
1031101,2120110,4
1031101,2120111,4
1031101,2121100,4
1031101,2121101,4
1031101,2121110,4
1031101,2121111,4
1031101,2130100,4
1031101,2130101,4
1031101,2130110,4
1031101,2130111,4
1031101,2131100,4
1031101,2131101,4
1031101,2131110,4
1031101,2131111,4
1031110,1610100,4
1031110,1610101,4
1031110,1611100,4
1031110,1611101,4
1031110,1620100,4
1031110,1620101,4
1031110,1621100,4
1031110,1621101,4
1031110,1630100,4
1031110,1630101,4
1031110,1631100,4
1031110,1631101,4
1031110,2110100,4
1031110,2110101,4
1031110,2111100,4
1031110,2111101,4
1031110,2120100,4
1031110,2120101,4
1031110,2121100,4
1031110,2121101,4
1031110,2130100,4
1031110,2130101,4
1031110,2131100,4
1031110,2131101,4
1031111,1610100,4
1031111,1611100,4
1031111,1620100,4
1031111,1621100,4
1031111,1630100,4
1031111,1631100,4
1031111,2110100,4
1031111,2110101,4
1031111,2111100,4
1031111,2111101,4
1031111,2120100,4
1031111,2120101,4
1031111,2121100,4
1031111,2121101,4
1031111,2130100,4
1031111,2130101,4
1031111,2131100,4
1031111,2131101,4
1110011,1210011,4
1110011,1210111,4
1110011,1211011,4
1110011,1211111,4
1110011,1230011,4
1110011,1230111,4
1110011,1231011,4
1110011,1231111,4
1110011,1510011,4
1110011,1510111,4
1110011,1511011,4
1110011,1511111,4
1110011,1520011,4
1110011,1520111,4
1110011,1521011,4
1110011,1521111,4
1110011,1530011,4
1110011,1530111,4
1110011,1531011,4
1110011,1531111,4
1110111,1210011,4
1110111,1210111,4
1110111,1211011,4
1110111,1211111,4
1110111,1230011,4
1110111,1230111,4
1110111,1231011,4
1110111,1231111,4
1110111,1510011,4
1110111,1510111,4
1110111,1511011,4
1110111,1511111,4
1110111,1520011,4
1110111,1520111,4
1110111,1521011,4
1110111,1521111,4
1110111,1530011,4
1110111,1530111,4
1110111,1531011,4
1110111,1531111,4
1111010,1111011,4
1111010,1111110,4
1111010,1111111,4
1111011,1111110,4
1111011,1210011,4
1111011,1210111,4
1111011,1211011,4
1111011,1211111,4
1111011,1230011,4
1111011,1230111,4
1111011,1231011,4
1111011,1231111,4
1111011,1510011,4
1111011,1510111,4
1111011,1511011,4
1111011,1511111,4
1111011,1520011,4
1111011,1520111,4
1111011,1530011,4
1111011,1530111,4
1111011,1531011,4
1111011,1531111,4
1111110,1111111,4
1111111,1210011,4
1111111,1210111,4
1111111,1211011,4
1111111,1211111,4
1111111,1230011,4
1111111,1230111,4
1111111,1231011,4
1111111,1231111,4
1111111,1510011,4
1111111,1510111,4
1111111,1511011,4
1111111,1511111,4
1111111,1520011,4
1111111,1520111,4
1111111,1530011,4
1111111,1530111,4
1111111,1531011,4
1111111,1531111,4
1120011,1210011,4
1120011,1210111,4
1120011,1211011,4
1120011,1211111,4
1120011,1230011,4
1120011,1230111,4
1120011,1231011,4
1120011,1231111,4
1120011,1510011,4
1120011,1510111,4
1120011,1511011,4
1120011,1511111,4
1120011,1520011,4
1120011,1520111,4
1120011,1521011,4
1120011,1521111,4
1120011,1530011,4
1120011,1530111,4
1120011,1531011,4
1120011,1531111,4
1120111,1210011,4
1120111,1210111,4
1120111,1211011,4
1120111,1211111,4
1120111,1230011,4
1120111,1230111,4
1120111,1231011,4
1120111,1231111,4
1120111,1510011,4
1120111,1510111,4
1120111,1511011,4
1120111,1511111,4
1120111,1520011,4
1120111,1520111,4
1120111,1521011,4
1120111,1521111,4
1120111,1530011,4
1120111,1530111,4
1120111,1531011,4
1120111,1531111,4
1121011,1210011,4
1121011,1210111,4
1121011,1211011,4
1121011,1211111,4
1121011,1230011,4
1121011,1230111,4
1121011,1231011,4
1121011,1231111,4
1121011,1510011,4
1121011,1510111,4
1121011,1511011,4
1121011,1511111,4
1121011,1520011,4
1121011,1520111,4
1121011,1521011,4
1121011,1521111,4
1121011,1530011,4
1121011,1530111,4
1121011,1531011,4
1121011,1531111,4
1121111,1210011,4
1121111,1210111,4
1121111,1211011,4
1121111,1211111,4
1121111,1230011,4
1121111,1230111,4
1121111,1231011,4
1121111,1231111,4
1121111,1510011,4
1121111,1510111,4
1121111,1511011,4
1121111,1511111,4
1121111,1520011,4
1121111,1520111,4
1121111,1521011,4
1121111,1521111,4
1121111,1530011,4
1121111,1530111,4
1121111,1531011,4
1121111,1531111,4
1130011,1210011,4
1130011,1210111,4
1130011,1211011,4
1130011,1211111,4
1130011,1230011,4
1130011,1230111,4
1130011,1231011,4
1130011,1231111,4
1130011,1510011,4
1130011,1510111,4
1130011,1511011,4
1130011,1511111,4
1130011,1520011,4
1130011,1520111,4
1130011,1521011,4
1130011,1521111,4
1130011,1530011,4
1130011,1530111,4
1130011,1531011,4
1130011,1531111,4
1130111,1210011,4
1130111,1210111,4
1130111,1211011,4
1130111,1211111,4
1130111,1230011,4
1130111,1230111,4
1130111,1231011,4
1130111,1231111,4
1130111,1510011,4
1130111,1510111,4
1130111,1511011,4
1130111,1511111,4
1130111,1520011,4
1130111,1520111,4
1130111,1521011,4
1130111,1521111,4
1130111,1530011,4
1130111,1530111,4
1130111,1531011,4
1130111,1531111,4
1131010,1131011,4
1131010,1131110,4
1131010,1131111,4
1131011,1131110,4
1131011,1210011,4
1131011,1210111,4
1131011,1211011,4
1131011,1211111,4
1131011,1230011,4
1131011,1230111,4
1131011,1231011,4
1131011,1231111,4
1131011,1510011,4
1131011,1510111,4
1131011,1511011,4
1131011,1511111,4
1131011,1520011,4
1131011,1520111,4
1131011,1521011,4
1131011,1521111,4
1131011,1530011,4
1131011,1530111,4
1131110,1131111,4
1131111,1210011,4
1131111,1210111,4
1131111,1211011,4
1131111,1211111,4
1131111,1230011,4
1131111,1230111,4
1131111,1231011,4
1131111,1231111,4
1131111,1510011,4
1131111,1510111,4
1131111,1511011,4
1131111,1511111,4
1131111,1520011,4
1131111,1520111,4
1131111,1521011,4
1131111,1521111,4
1131111,1530011,4
1131111,1530111,4
1210011,1220011,4
1210011,1220111,4
1210011,1221011,4
1210011,1221111,4
1210011,1520011,4
1210011,1520111,4
1210011,1521011,4
1210011,1521111,4
1210101,1210111,4
1210101,1211101,4
1210101,1211111,4
1210101,1220101,4
1210101,1220111,4
1210101,1221101,4
1210101,1221111,4
1210101,1230101,4
1210101,1230111,4
1210101,1231101,4
1210101,1231111,4
1210110,1220110,4
1210110,1220111,4
1210110,1221110,4
1210110,1221111,4
1210111,1211101,4
1210111,1220011,4
1210111,1220101,4
1210111,1220110,4
1210111,1221011,4
1210111,1221101,4
1210111,1221110,4
1210111,1230101,4
1210111,1231101,4
1210111,1510111,4
1210111,1511111,4
1210111,1520011,4
1210111,1521011,4
1210111,1530111,4
1210111,1531111,4
1211011,1220011,4
1211011,1220111,4
1211011,1221011,4
1211011,1221111,4
1211011,1520011,4
1211011,1520111,4
1211011,1521011,4
1211011,1521111,4
1211101,1211111,4
1211101,1220101,4
1211101,1220111,4
1211101,1221101,4
1211101,1221111,4
1211101,1230101,4
1211101,1230111,4
1211101,1231101,4
1211101,1231111,4
1211110,1220110,4
1211110,1220111,4
1211110,1221110,4
1211110,1221111,4
1211111,1220011,4
1211111,1220101,4
1211111,1220110,4
1211111,1221011,4
1211111,1221101,4
1211111,1221110,4
1211111,1230101,4
1211111,1231101,4
1211111,1510111,4
1211111,1511111,4
1211111,1520011,4
1211111,1521011,4
1211111,1530111,4
1211111,1531111,4
1220010,1220011,4
1220010,1220110,4
1220010,1220111,4
1220010,1221010,4
1220010,1221011,4
1220010,1221110,4
1220010,1221111,4
1220011,1220110,4
1220011,1221010,4
1220011,1221110,4
1220011,1510011,4
1220011,1510111,4
1220011,1511011,4
1220011,1511111,4
1220011,1530011,4
1220011,1530111,4
1220011,1531011,4
1220011,1531111,4
1220101,1220111,4
1220101,1221101,4
1220101,1221111,4
1220101,1230101,4
1220101,1230111,4
1220101,1231101,4
1220101,1231111,4
1220110,1221010,4
1220110,1221011,4
1220110,1510110,4
1220110,1510111,4
1220110,1511110,4
1220110,1511111,4
1220110,1520110,4
1220110,1520111,4
1220110,1521110,4
1220110,1521111,4
1220110,1530110,4
1220110,1530111,4
1220110,1531110,4
1220110,1531111,4
1220111,1221010,4
1220111,1221101,4
1220111,1230101,4
1220111,1231101,4
1220111,1510011,4
1220111,1510110,4
1220111,1511011,4
1220111,1511110,4
1220111,1520110,4
1220111,1521110,4
1220111,1530011,4
1220111,1530110,4
1220111,1531011,4
1220111,1531110,4
1221010,1221011,4
1221010,1221110,4
1221010,1221111,4
1221011,1221110,4
1221011,1510011,4
1221011,1510111,4
1221011,1511011,4
1221011,1511111,4
1221011,1530011,4
1221011,1530111,4
1221011,1531011,4
1221011,1531111,4
1221101,1221111,4
1221101,1230101,4
1221101,1230111,4
1221101,1231101,4
1221101,1231111,4
1221110,1510110,4
1221110,1510111,4
1221110,1511110,4
1221110,1511111,4
1221110,1520110,4
1221110,1520111,4
1221110,1521110,4
1221110,1521111,4
1221110,1530110,4
1221110,1530111,4
1221110,1531110,4
1221110,1531111,4
1221111,1230101,4
1221111,1231101,4
1221111,1510011,4
1221111,1510110,4
1221111,1511011,4
1221111,1511110,4
1221111,1520110,4
1221111,1521110,4
1221111,1530011,4
1221111,1530110,4
1221111,1531011,4
1221111,1531110,4
1230010,1230011,4
1230010,1230110,4
1230010,1230111,4
1230010,1231010,4
1230010,1231011,4
1230010,1231110,4
1230010,1231111,4
1230011,1230110,4
1230011,1231010,4
1230011,1231110,4
1230011,1520011,4
1230011,1520111,4
1230011,1521011,4
1230011,1521111,4
1230101,1230111,4
1230101,1231101,4
1230101,1231111,4
1230110,1231010,4
1230110,1231011,4
1230111,1231010,4
1230111,1231101,4
1230111,1510111,4
1230111,1511111,4
1230111,1520011,4
1230111,1521011,4
1230111,1530111,4
1230111,1531111,4
1231010,1231011,4
1231010,1231110,4
1231010,1231111,4
1231011,1231110,4
1231011,1520011,4
1231011,1520111,4
1231011,1521011,4
1231011,1521111,4
1231101,1231111,4
1231111,1510111,4
1231111,1511111,4
1231111,1520011,4
1231111,1521011,4
1231111,1530111,4
1231111,1531111,4
1510010,1520010,4
1510010,1520011,4
1510010,1520110,4
1510010,1520111,4
1510010,1521010,4
1510010,1521011,4
1510010,1521110,4
1510010,1521111,4
1510011,1520010,4
1510011,1520110,4
1510011,1521010,4
1510011,1521110,4
1510101,1510111,4
1510101,1511101,4
1510101,1511111,4
1510101,1530101,4
1510101,1530111,4
1510101,1531101,4
1510101,1531111,4
1510110,1520010,4
1510110,1520011,4
1510110,1521010,4
1510110,1521011,4
1510111,1511101,4
1510111,1520010,4
1510111,1521010,4
1510111,1530101,4
1510111,1531101,4
1511010,1520010,4
1511010,1520011,4
1511010,1520110,4
1511010,1520111,4
1511010,1521010,4
1511010,1521011,4
1511010,1521110,4
1511010,1521111,4
1511011,1520010,4
1511011,1520110,4
1511011,1521010,4
1511011,1521110,4
1511101,1511111,4
1511101,1530101,4
1511101,1530111,4
1511101,1531101,4
1511101,1531111,4
1511110,1520010,4
1511110,1520011,4
1511110,1521010,4
1511110,1521011,4
1511111,1520010,4
1511111,1521010,4
1511111,1530101,4
1511111,1531101,4
1520010,1520011,4
1520010,1520110,4
1520010,1520111,4
1520010,1521010,4
1520010,1521011,4
1520010,1521110,4
1520010,1521111,4
1520010,1530010,4
1520010,1530011,4
1520010,1530110,4
1520010,1530111,4
1520010,1531010,4
1520010,1531011,4
1520010,1531110,4
1520010,1531111,4
1520011,1520110,4
1520011,1521010,4
1520011,1521110,4
1520011,1530010,4
1520011,1530110,4
1520011,1531010,4
1520011,1531110,4
1520101,1520111,4
1520101,1521101,4
1520101,1521111,4
1520110,1521010,4
1520110,1521011,4
1520110,1530010,4
1520110,1530011,4
1520110,1531010,4
1520110,1531011,4
1520111,1521010,4
1520111,1521101,4
1520111,1530010,4
1520111,1531010,4
1521001,1521011,4
1521001,1521101,4
1521001,1521111,4
1521010,1530010,4
1521010,1530011,4
1521010,1530110,4
1521010,1530111,4
1521010,1531010,4
1521010,1531011,4
1521010,1531110,4
1521010,1531111,4
1521011,1521101,4
1521011,1530010,4
1521011,1530110,4
1521011,1531010,4
1521011,1531110,4
1521110,1530010,4
1521110,1530011,4
1521110,1531010,4
1521110,1531011,4
1521111,1530010,4
1521111,1531010,4
1530101,1530111,4
1530101,1531101,4
1530101,1531111,4
1530111,1531101,4
1531001,1531011,4
1531001,1531101,4
1531001,1531111,4
1531011,1531101,4
1610011,1610111,4
1610011,1611011,4
1610011,1611111,4
1610011,1620011,4
1610011,1620111,4
1610011,1621011,4
1610011,1621111,4
