Source,Target,Value
2230110,2610110,1
2230110,2610111,1
2230110,2611100,1
2230110,2611101,1
2230110,2611110,1
2230110,2611111,1
2230110,2620100,1
2230110,2620101,1
2230110,2620110,1
2230110,2620111,1
2230110,2621100,1
2230110,2621101,1
2230110,2621110,1
2230110,2621111,1
2230110,2630100,1
2230110,2630101,1
2230110,2630110,1
2230110,2630111,1
2230110,2631100,1
2230110,2631101,1
2230110,2631110,1
2230110,2631111,1
2230110,9110001,1
2230110,9110011,1
2230110,9110101,1
2230110,9110111,1
2230110,9111001,1
2230110,9111011,1
2230110,9111101,1
2230110,9111111,1
2230111,2231100,1
2230111,2231101,1
2230111,2310010,1
2230111,2310011,1
2230111,2310100,1
2230111,2310101,1
2230111,2311010,1
2230111,2311011,1
2230111,2311100,1
2230111,2311101,1
2230111,2320100,1
2230111,2320101,1
2230111,2321100,1
2230111,2321101,1
2230111,2330010,1
2230111,2330011,1
2230111,2330100,1
2230111,2330101,1
2230111,2331010,1
2230111,2331011,1
2230111,2331100,1
2230111,2331101,1
2230111,2610100,1
2230111,2610101,1
2230111,2610110,1
2230111,2610111,1
2230111,2611100,1
2230111,2611101,1
2230111,2611110,1
2230111,2611111,1
2230111,2620100,1
2230111,2620101,1
2230111,2620110,1
2230111,2620111,1
2230111,2621100,1
2230111,2621101,1
2230111,2621110,1
2230111,2621111,1
2230111,2630100,1
2230111,2630101,1
2230111,2630110,1
2230111,2630111,1
2230111,2631100,1
2230111,2631101,1
2230111,2631110,1
2230111,2631111,1
2230111,9110001,1
2230111,9110011,1
2230111,9110101,1
2230111,9110111,1
2230111,9111001,1
2230111,9111011,1
2230111,9111101,1
2230111,9111111,1
2231010,2310010,1
2231010,2310011,1
2231010,2310110,1
2231010,2310111,1
2231010,2330010,1
2231010,2330011,1
2231010,2330110,1
2231010,2330111,1
2231010,9110001,1
2231010,9110011,1
2231010,9110101,1
2231010,9110111,1
2231010,9111001,1
2231010,9111011,1
2231010,9111101,1
2231010,9111111,1
2231011,2310010,1
2231011,2310011,1
2231011,2310110,1
2231011,2310111,1
2231011,2330010,1
2231011,2330011,1
2231011,2330110,1
2231011,2330111,1
2231011,9110001,1
2231011,9110011,1
2231011,9110101,1
2231011,9110111,1
2231011,9111001,1
2231011,9111011,1
2231011,9111101,1
2231011,9111111,1
2231100,2310100,1
2231100,2310101,1
2231100,2310110,1
2231100,2310111,1
2231100,2320100,1
2231100,2320101,1
2231100,2320110,1
2231100,2320111,1
2231100,2330100,1
2231100,2330101,1
2231100,2330110,1
2231100,2330111,1
2231100,2610100,1
2231100,2610101,1
2231100,2610110,1
2231100,2610111,1
2231100,2620100,1
2231100,2620101,1
2231100,2620110,1
2231100,2620111,1
2231100,2630100,1
2231100,2630101,1
2231100,2630110,1
2231100,2630111,1
2231101,2310100,1
2231101,2310101,1
2231101,2310110,1
2231101,2310111,1
2231101,2320100,1
2231101,2320101,1
2231101,2320110,1
2231101,2320111,1
2231101,2330100,1
2231101,2330101,1
2231101,2330110,1
2231101,2330111,1
2231101,2610100,1
2231101,2610101,1
2231101,2610110,1
2231101,2610111,1
2231101,2620100,1
2231101,2620101,1
2231101,2620110,1
2231101,2620111,1
2231101,2630100,1
2231101,2630101,1
2231101,2630110,1
2231101,2630111,1
2231110,2310010,1
2231110,2310011,1
2231110,2310100,1
2231110,2310101,1
2231110,2320100,1
2231110,2320101,1
2231110,2330010,1
2231110,2330011,1
2231110,2330100,1
2231110,2330101,1
2231110,2610100,1
2231110,2610101,1
2231110,2610110,1
2231110,2610111,1
2231110,2620100,1
2231110,2620101,1
2231110,2620110,1
2231110,2620111,1
2231110,2630100,1
2231110,2630101,1
2231110,2630110,1
2231110,2630111,1
2231110,9110001,1
2231110,9110011,1
2231110,9110101,1
2231110,9110111,1
2231110,9111001,1
2231110,9111011,1
2231110,9111101,1
2231110,9111111,1
2231111,2310010,1
2231111,2310011,1
2231111,2310100,1
2231111,2310101,1
2231111,2320100,1
2231111,2320101,1
2231111,2330010,1
2231111,2330011,1
2231111,2330100,1
2231111,2330101,1
2231111,2610100,1
2231111,2610101,1
2231111,2610110,1
2231111,2610111,1
2231111,2620100,1
2231111,2620101,1
2231111,2620110,1
2231111,2620111,1
2231111,2630100,1
2231111,2630101,1
2231111,2630110,1
2231111,2630111,1
2231111,9110001,1
2231111,9110011,1
2231111,9110101,1
2231111,9110111,1
2231111,9111001,1
2231111,9111011,1
2231111,9111101,1
2231111,9111111,1
2310010,2610010,1
2310010,2610011,1
2310010,2610110,1
2310010,2610111,1
2310010,2611010,1
2310010,2611011,1
2310010,2611110,1
2310010,2611111,1
2310010,2620010,1
2310010,2620011,1
2310010,2620110,1
2310010,2620111,1
2310010,2621010,1
2310010,2621011,1
2310010,2621110,1
2310010,2621111,1
2310010,2630010,1
2310010,2630011,1
2310010,2630110,1
2310010,2630111,1
2310010,2631010,1
2310010,2631011,1
2310010,2631110,1
2310010,2631111,1
2310010,9120001,1
2310010,9120011,1
2310010,9120101,1
2310010,9120111,1
2310010,9121001,1
2310010,9121011,1
2310010,9121101,1
2310010,9121111,1
2310011,2610010,1
2310011,2610011,1
2310011,2610110,1
2310011,2610111,1
2310011,2611010,1
2310011,2611011,1
2310011,2611110,1
2310011,2611111,1
2310011,2620010,1
2310011,2620011,1
2310011,2620110,1
2310011,2620111,1
2310011,2621010,1
2310011,2621011,1
2310011,2621110,1
2310011,2621111,1
2310011,2630010,1
2310011,2630011,1
2310011,2630110,1
2310011,2630111,1
2310011,2631010,1
2310011,2631011,1
2310011,2631110,1
2310011,2631111,1
2310011,9120001,1
2310011,9120011,1
2310011,9120101,1
2310011,9120111,1
2310011,9121001,1
2310011,9121011,1
2310011,9121101,1
2310011,9121111,1
2310100,9910010,1
2310100,9910011,1
2310100,9910110,1
2310100,9910111,1
2310100,9911010,1
2310100,9911011,1
2310100,9911110,1
2310100,9911111,1
2310100,9920010,1
2310100,9920011,1
2310100,9920110,1
2310100,9920111,1
2310100,9921010,1
2310100,9921011,1
2310100,9921110,1
2310100,9921111,1
2310100,9930010,1
2310100,9930011,1
2310100,9930110,1
2310100,9930111,1
2310100,9931010,1
2310100,9931011,1
2310100,9931110,1
2310100,9931111,1
2310101,9910010,1
2310101,9910011,1
2310101,9910110,1
2310101,9910111,1
2310101,9911010,1
2310101,9911011,1
2310101,9911110,1
2310101,9911111,1
2310101,9920010,1
2310101,9920011,1
2310101,9920110,1
2310101,9920111,1
2310101,9921010,1
2310101,9921011,1
2310101,9921110,1
2310101,9921111,1
2310101,9930010,1
2310101,9930011,1
2310101,9930110,1
2310101,9930111,1
2310101,9931010,1
2310101,9931011,1
2310101,9931110,1
2310101,9931111,1
2310110,2610010,1
2310110,2610011,1
2310110,2611010,1
2310110,2611011,1
2310110,2620010,1
2310110,2620011,1
2310110,2621010,1
2310110,2621011,1
2310110,2630010,1
2310110,2630011,1
2310110,2631010,1
2310110,2631011,1
2310110,9120001,1
2310110,9120011,1
2310110,9120101,1
2310110,9120111,1
2310110,9121001,1
2310110,9121011,1
2310110,9121101,1
2310110,9121111,1
2310110,9910010,1
2310110,9910011,1
2310110,9910110,1
2310110,9910111,1
2310110,9911010,1
2310110,9911011,1
2310110,9911110,1
2310110,9911111,1
2310110,9920010,1
2310110,9920011,1
2310110,9920110,1
2310110,9920111,1
2310110,9921010,1
2310110,9921011,1
2310110,9921110,1
2310110,9921111,1
2310110,9930010,1
2310110,9930011,1
2310110,9930110,1
2310110,9930111,1
2310110,9931010,1
2310110,9931011,1
2310110,9931110,1
2310110,9931111,1
2310111,2610010,1
2310111,2610011,1
2310111,2611010,1
2310111,2611011,1
2310111,2620010,1
2310111,2620011,1
2310111,2621010,1
2310111,2621011,1
2310111,2630010,1
2310111,2630011,1
2310111,2631010,1
2310111,2631011,1
2310111,9120001,1
2310111,9120011,1
2310111,9120101,1
2310111,9120111,1
2310111,9121001,1
2310111,9121011,1
2310111,9121101,1
2310111,9121111,1
2310111,9910010,1
2310111,9910011,1
2310111,9910110,1
2310111,9910111,1
2310111,9911010,1
2310111,9911011,1
2310111,9911110,1
2310111,9911111,1
2310111,9920010,1
2310111,9920011,1
2310111,9920110,1
2310111,9920111,1
2310111,9921010,1
2310111,9921011,1
2310111,9921110,1
2310111,9921111,1
2310111,9930010,1
2310111,9930011,1
2310111,9930110,1
2310111,9930111,1
2310111,9931010,1
2310111,9931011,1
2310111,9931110,1
2310111,9931111,1
2311000,2611000,1
2311000,2611001,1
2311000,2611010,1
2311000,2611011,1
2311000,2611100,1
2311000,2611101,1
2311000,2611110,1
2311000,2611111,1
2311000,2631000,1
2311000,2631001,1
2311000,2631010,1
2311000,2631011,1
2311000,2631100,1
2311000,2631101,1
2311000,2631110,1
2311000,2631111,1
2311001,2611000,1
2311001,2611001,1
2311001,2611010,1
2311001,2611011,1
2311001,2611100,1
2311001,2611101,1
2311001,2611110,1
2311001,2611111,1
2311001,2631000,1
2311001,2631001,1
2311001,2631010,1
2311001,2631011,1
2311001,2631100,1
2311001,2631101,1
2311001,2631110,1
2311001,2631111,1
2311010,2610010,1
2311010,2610011,1
2311010,2610110,1
2311010,2610111,1
2311010,2611000,1
2311010,2611001,1
2311010,2611100,1
2311010,2611101,1
2311010,2620010,1
2311010,2620011,1
2311010,2620110,1
2311010,2620111,1
2311010,2630010,1
2311010,2630011,1
2311010,2630110,1
2311010,2630111,1
2311010,2631000,1
2311010,2631001,1
2311010,2631100,1
2311010,2631101,1
2311010,9120001,1
2311010,9120011,1
2311010,9120101,1
2311010,9120111,1
2311010,9121001,1
2311010,9121011,1
2311010,9121101,1
2311010,9121111,1
2311011,2610010,1
2311011,2610011,1
2311011,2610110,1
2311011,2610111,1
2311011,2611000,1
2311011,2611001,1
2311011,2611100,1
2311011,2611101,1
2311011,2620010,1
2311011,2620011,1
2311011,2620110,1
2311011,2620111,1
2311011,2630010,1
2311011,2630011,1
2311011,2630110,1
2311011,2630111,1
2311011,2631000,1
2311011,2631001,1
2311011,2631100,1
2311011,2631101,1
2311011,9120001,1
2311011,9120011,1
2311011,9120101,1
2311011,9120111,1
2311011,9121001,1
2311011,9121011,1
2311011,9121101,1
2311011,9121111,1
2311100,2611000,1
2311100,2611001,1
2311100,2611010,1
2311100,2611011,1
2311100,2631000,1
2311100,2631001,1
2311100,2631010,1
2311100,2631011,1
2311100,9910010,1
2311100,9910011,1
2311100,9910110,1
2311100,9910111,1
2311100,9911010,1
2311100,9911011,1
2311100,9911110,1
2311100,9911111,1
2311100,9920010,1
2311100,9920011,1
2311100,9920110,1
2311100,9920111,1
2311100,9921010,1
2311100,9921011,1
2311100,9921110,1
2311100,9921111,1
2311100,9930010,1
2311100,9930011,1
2311100,9930110,1
2311100,9930111,1
2311100,9931010,1
2311100,9931011,1
2311100,9931110,1
2311100,9931111,1
2311101,2611000,1
2311101,2611001,1
2311101,2611010,1
2311101,2611011,1
2311101,2631000,1
2311101,2631001,1
2311101,2631010,1
2311101,2631011,1
2311101,9910010,1
2311101,9910011,1
2311101,9910110,1
2311101,9910111,1
2311101,9911010,1
2311101,9911011,1
2311101,9911110,1
2311101,9911111,1
2311101,9920010,1
2311101,9920011,1
2311101,9920110,1
2311101,9920111,1
2311101,9921010,1
2311101,9921011,1
2311101,9921110,1
2311101,9921111,1
2311101,9930010,1
2311101,9930011,1
2311101,9930110,1
2311101,9930111,1
2311101,9931010,1
2311101,9931011,1
2311101,9931110,1
2311101,9931111,1
2311110,2610010,1
2311110,2610011,1
2311110,2611000,1
2311110,2611001,1
2311110,2620010,1
2311110,2620011,1
2311110,2630010,1
2311110,2630011,1
2311110,2631000,1
2311110,2631001,1
2311110,9120001,1
2311110,9120011,1
2311110,9120101,1
2311110,9120111,1
2311110,9121001,1
2311110,9121011,1
2311110,9121101,1
2311110,9121111,1
2311110,9910010,1
2311110,9910011,1
2311110,9910110,1
2311110,9910111,1
2311110,9911010,1
2311110,9911011,1
2311110,9911110,1
2311110,9911111,1
2311110,9920010,1
2311110,9920011,1
2311110,9920110,1
2311110,9920111,1
2311110,9921010,1
2311110,9921011,1
2311110,9921110,1
2311110,9921111,1
2311110,9930010,1
2311110,9930011,1
2311110,9930110,1
2311110,9930111,1
2311110,9931010,1
2311110,9931011,1
2311110,9931110,1
2311110,9931111,1
2311111,2610010,1
2311111,2610011,1
2311111,2611000,1
2311111,2611001,1
2311111,2620010,1
2311111,2620011,1
2311111,2630010,1
2311111,2630011,1
2311111,2631000,1
2311111,2631001,1
2311111,9120001,1
2311111,9120011,1
2311111,9120101,1
2311111,9120111,1
2311111,9121001,1
2311111,9121011,1
2311111,9121101,1
2311111,9121111,1
2311111,9910010,1
2311111,9910011,1
2311111,9910110,1
2311111,9910111,1
2311111,9911010,1
2311111,9911011,1
2311111,9911110,1
2311111,9911111,1
2311111,9920010,1
2311111,9920011,1
2311111,9920110,1
2311111,9920111,1
2311111,9921010,1
2311111,9921011,1
2311111,9921110,1
2311111,9921111,1
2311111,9930010,1
2311111,9930011,1
2311111,9930110,1
2311111,9930111,1
2311111,9931010,1
2311111,9931011,1
2311111,9931110,1
2311111,9931111,1
2320001,2320011,1
2320001,2320101,1
2320001,2320111,1
2320001,2321001,1
2320001,2321011,1
2320001,2321101,1
2320001,2321111,1
2320001,2330001,1
2320001,2330011,1
2320001,2330101,1
2320001,2330111,1
2320001,2331001,1
2320001,2331011,1
2320001,2331101,1
2320001,2331111,1
2320010,9120001,1
2320010,9120011,1
2320010,9120101,1
2320010,9120111,1
2320010,9121001,1
2320010,9121011,1
2320010,9121101,1
2320010,9121111,1
2320011,2320101,1
2320011,2321001,1
2320011,2321101,1
2320011,2330001,1
2320011,2330101,1
2320011,2331001,1
2320011,2331101,1
2320011,9120001,1
2320011,9120011,1
2320011,9120101,1
2320011,9120111,1
2320011,9121001,1
2320011,9121011,1
2320011,9121101,1
2320011,9121111,1
2320100,9910010,1
2320100,9910011,1
2320100,9910110,1
2320100,9910111,1
2320100,9911010,1
2320100,9911011,1
2320100,9911110,1
2320100,9911111,1
2320100,9920010,1
2320100,9920011,1
2320100,9920110,1
2320100,9920111,1
2320100,9921010,1
2320100,9921011,1
2320100,9921110,1
2320100,9921111,1
2320100,9930010,1
2320100,9930011,1
2320100,9930110,1
2320100,9930111,1
2320100,9931010,1
2320100,9931011,1
2320100,9931110,1
2320100,9931111,1
2320101,2321001,1
2320101,2321011,1
2320101,2330001,1
2320101,2330011,1
2320101,2331001,1
2320101,2331011,1
2320101,9910010,1
2320101,9910011,1
2320101,9910110,1
2320101,9910111,1
2320101,9911010,1
2320101,9911011,1
2320101,9911110,1
2320101,9911111,1
2320101,9920010,1
2320101,9920011,1
2320101,9920110,1
2320101,9920111,1
2320101,9921010,1
2320101,9921011,1
2320101,9921110,1
2320101,9921111,1
2320101,9930010,1
2320101,9930011,1
2320101,9930110,1
2320101,9930111,1
2320101,9931010,1
2320101,9931011,1
2320101,9931110,1
2320101,9931111,1
2320110,9120001,1
2320110,9120011,1
2320110,9120101,1
2320110,9120111,1
2320110,9121001,1
2320110,9121011,1
2320110,9121101,1
2320110,9121111,1
2320110,9910010,1
2320110,9910011,1
2320110,9910110,1
2320110,9910111,1
2320110,9911010,1
2320110,9911011,1
2320110,9911110,1
2320110,9911111,1
2320110,9920010,1
2320110,9920011,1
2320110,9920110,1
2320110,9920111,1
2320110,9921010,1
2320110,9921011,1
2320110,9921110,1
2320110,9921111,1
2320110,9930010,1
2320110,9930011,1
2320110,9930110,1
2320110,9930111,1
2320110,9931010,1
2320110,9931011,1
2320110,9931110,1
2320110,9931111,1
2320111,2321001,1
2320111,2330001,1
2320111,2331001,1
2320111,9120001,1
2320111,9120011,1
2320111,9120101,1
2320111,9120111,1
2320111,9121001,1
2320111,9121011,1
2320111,9121101,1
2320111,9121111,1
2320111,9910010,1
2320111,9910011,1
2320111,9910110,1
2320111,9910111,1
2320111,9911010,1
2320111,9911011,1
2320111,9911110,1
2320111,9911111,1
2320111,9920010,1
2320111,9920011,1
2320111,9920110,1
2320111,9920111,1
2320111,9921010,1
2320111,9921011,1
2320111,9921110,1
2320111,9921111,1
2320111,9930010,1
2320111,9930011,1
2320111,9930110,1
2320111,9930111,1
2320111,9931010,1
2320111,9931011,1
2320111,9931110,1
2320111,9931111,1
2321000,2611000,1
2321000,2611001,1
2321000,2611010,1
2321000,2611011,1
2321000,2611100,1
2321000,2611101,1
2321000,2611110,1
2321000,2611111,1
2321000,2631000,1
2321000,2631001,1
2321000,2631010,1
2321000,2631011,1
2321000,2631100,1
2321000,2631101,1
2321000,2631110,1
2321000,2631111,1
2321001,2330001,1
2321001,2330011,1
2321001,2330101,1
2321001,2330111,1
2321001,2611000,1
2321001,2611001,1
2321001,2611010,1
2321001,2611011,1
2321001,2611100,1
2321001,2611101,1
2321001,2611110,1
2321001,2611111,1
2321001,2631000,1
2321001,2631001,1
2321001,2631010,1
2321001,2631011,1
2321001,2631100,1
2321001,2631101,1
2321001,2631110,1
2321001,2631111,1
2321010,2611000,1
2321010,2611001,1
2321010,2611010,1
2321010,2611011,1
2321010,2611100,1
2321010,2611101,1
2321010,2611110,1
2321010,2611111,1
2321010,2631000,1
2321010,2631001,1
2321010,2631010,1
2321010,2631011,1
2321010,2631100,1
2321010,2631101,1
2321010,2631110,1
2321010,2631111,1
2321010,9120001,1
2321010,9120011,1
2321010,9120101,1
2321010,9120111,1
2321010,9121001,1
2321010,9121011,1
2321010,9121101,1
2321010,9121111,1
2321011,2330001,1
2321011,2330101,1
2321011,2611000,1
2321011,2611001,1
2321011,2611010,1
2321011,2611011,1
2321011,2611100,1
2321011,2611101,1
2321011,2611110,1
2321011,2611111,1
2321011,2631000,1
2321011,2631001,1
2321011,2631010,1
2321011,2631011,1
2321011,2631100,1
2321011,2631101,1
2321011,2631110,1
2321011,2631111,1
2321011,9120001,1
2321011,9120011,1
2321011,9120101,1
2321011,9120111,1
2321011,9121001,1
2321011,9121011,1
2321011,9121101,1
2321011,9121111,1
2321100,2611000,1
2321100,2611001,1
2321100,2611010,1
2321100,2611011,1
2321100,2631000,1
2321100,2631001,1
2321100,2631010,1
2321100,2631011,1
2321100,9910010,1
2321100,9910011,1
2321100,9910110,1
2321100,9910111,1
2321100,9911010,1
2321100,9911011,1
2321100,9911110,1
2321100,9911111,1
2321100,9920010,1
2321100,9920011,1
2321100,9920110,1
2321100,9920111,1
2321100,9921010,1
2321100,9921011,1
2321100,9921110,1
2321100,9921111,1
2321100,9930010,1
2321100,9930011,1
2321100,9930110,1
2321100,9930111,1
2321100,9931010,1
2321100,9931011,1
2321100,9931110,1
2321100,9931111,1
2321101,2330001,1
2321101,2330011,1
2321101,2611000,1
2321101,2611001,1
2321101,2611010,1
2321101,2611011,1
2321101,2631000,1
2321101,2631001,1
2321101,2631010,1
2321101,2631011,1
2321101,9910010,1
2321101,9910011,1
2321101,9910110,1
2321101,9910111,1
2321101,9911010,1
2321101,9911011,1
2321101,9911110,1
2321101,9911111,1
2321101,9920010,1
2321101,9920011,1
2321101,9920110,1
2321101,9920111,1
2321101,9921010,1
2321101,9921011,1
2321101,9921110,1
2321101,9921111,1
2321101,9930010,1
2321101,9930011,1
2321101,9930110,1
2321101,9930111,1
2321101,9931010,1
2321101,9931011,1
2321101,9931110,1
2321101,9931111,1
2321110,2611000,1
2321110,2611001,1
2321110,2611010,1
2321110,2611011,1
2321110,2631000,1
2321110,2631001,1
2321110,2631010,1
2321110,2631011,1
2321110,9120001,1
2321110,9120011,1
2321110,9120101,1
2321110,9120111,1
2321110,9121001,1
2321110,9121011,1
2321110,9121101,1
2321110,9121111,1
2321110,9910010,1
2321110,9910011,1
2321110,9910110,1
2321110,9910111,1
2321110,9911010,1
2321110,9911011,1
2321110,9911110,1
2321110,9911111,1
2321110,9920010,1
2321110,9920011,1
2321110,9920110,1
2321110,9920111,1
2321110,9921010,1
2321110,9921011,1
2321110,9921110,1
2321110,9921111,1
2321110,9930010,1
2321110,9930011,1
2321110,9930110,1
2321110,9930111,1
2321110,9931010,1
2321110,9931011,1
2321110,9931110,1
2321110,9931111,1
2321111,2330001,1
2321111,2611000,1
2321111,2611001,1
2321111,2611010,1
2321111,2611011,1
2321111,2631000,1
2321111,2631001,1
2321111,2631010,1
2321111,2631011,1
2321111,9120001,1
2321111,9120011,1
2321111,9120101,1
2321111,9120111,1
2321111,9121001,1
2321111,9121011,1
2321111,9121101,1
2321111,9121111,1
2321111,9910010,1
2321111,9910011,1
2321111,9910110,1
2321111,9910111,1
2321111,9911010,1
2321111,9911011,1
2321111,9911110,1
2321111,9911111,1
2321111,9920010,1
2321111,9920011,1
2321111,9920110,1
2321111,9920111,1
2321111,9921010,1
2321111,9921011,1
2321111,9921110,1
2321111,9921111,1
2321111,9930010,1
2321111,9930011,1
2321111,9930110,1
2321111,9930111,1
2321111,9931010,1
2321111,9931011,1
2321111,9931110,1
2321111,9931111,1
2330001,2330011,1
2330001,2330101,1
2330001,2330111,1
2330001,2331001,1
2330001,2331011,1
2330001,2331101,1
2330001,2331111,1
2330010,9120001,1
2330010,9120011,1
2330010,9120101,1
2330010,9120111,1
2330010,9121001,1
2330010,9121011,1
2330010,9121101,1
2330010,9121111,1
2330011,2330101,1
2330011,2331001,1
2330011,2331101,1
2330011,9120001,1
2330011,9120011,1
2330011,9120101,1
2330011,9120111,1
2330011,9121001,1
2330011,9121011,1
2330011,9121101,1
2330011,9121111,1
2330100,9910010,1
2330100,9910011,1
2330100,9910110,1
2330100,9910111,1
2330100,9911010,1
2330100,9911011,1
2330100,9911110,1
2330100,9911111,1
2330100,9920010,1
2330100,9920011,1
2330100,9920110,1
2330100,9920111,1
2330100,9921010,1
2330100,9921011,1
2330100,9921110,1
2330100,9921111,1
2330100,9930010,1
2330100,9930011,1
2330100,9930110,1
2330100,9930111,1
2330100,9931010,1
2330100,9931011,1
2330100,9931110,1
2330100,9931111,1
2330101,2331001,1
2330101,2331011,1
2330101,9910010,1
2330101,9910011,1
2330101,9910110,1
2330101,9910111,1
2330101,9911010,1
2330101,9911011,1
2330101,9911110,1
2330101,9911111,1
2330101,9920010,1
2330101,9920011,1
2330101,9920110,1
2330101,9920111,1
2330101,9921010,1
2330101,9921011,1
2330101,9921110,1
2330101,9921111,1
2330101,9930010,1
2330101,9930011,1
2330101,9930110,1
2330101,9930111,1
2330101,9931010,1
2330101,9931011,1
2330101,9931110,1
2330101,9931111,1
2330110,9120001,1
2330110,9120011,1
2330110,9120101,1
2330110,9120111,1
2330110,9121001,1
2330110,9121011,1
2330110,9121101,1
2330110,9121111,1
2330110,9910010,1
2330110,9910011,1
2330110,9910110,1
2330110,9910111,1
2330110,9911010,1
2330110,9911011,1
2330110,9911110,1
2330110,9911111,1
2330110,9920010,1
2330110,9920011,1
2330110,9920110,1
2330110,9920111,1
2330110,9921010,1
2330110,9921011,1
2330110,9921110,1
2330110,9921111,1
2330110,9930010,1
2330110,9930011,1
2330110,9930110,1
2330110,9930111,1
2330110,9931010,1
2330110,9931011,1
2330110,9931110,1
2330110,9931111,1
2330111,2331001,1
2330111,9120001,1
2330111,9120011,1
2330111,9120101,1
2330111,9120111,1
2330111,9121001,1
2330111,9121011,1
2330111,9121101,1
2330111,9121111,1
2330111,9910010,1
2330111,9910011,1
2330111,9910110,1
2330111,9910111,1
2330111,9911010,1
2330111,9911011,1
2330111,9911110,1
2330111,9911111,1
2330111,9920010,1
2330111,9920011,1
2330111,9920110,1
2330111,9920111,1
2330111,9921010,1
2330111,9921011,1
2330111,9921110,1
2330111,9921111,1
2330111,9930010,1
2330111,9930011,1
2330111,9930110,1
2330111,9930111,1
2330111,9931010,1
2330111,9931011,1
2330111,9931110,1
2330111,9931111,1
2331000,2611000,1
2331000,2611001,1
2331000,2611010,1
2331000,2611011,1
2331000,2611100,1
2331000,2611101,1
2331000,2611110,1
2331000,2611111,1
2331000,2631000,1
2331000,2631001,1
2331000,2631010,1
2331000,2631011,1
2331000,2631100,1
2331000,2631101,1
2331000,2631110,1
2331000,2631111,1
2331001,2611000,1
2331001,2611001,1
2331001,2611010,1
2331001,2611011,1
2331001,2611100,1
2331001,2611101,1
2331001,2611110,1
2331001,2611111,1
2331001,2631000,1
2331001,2631001,1
2331001,2631010,1
2331001,2631011,1
2331001,2631100,1
2331001,2631101,1
2331001,2631110,1
2331001,2631111,1
2331010,2611000,1
2331010,2611001,1
2331010,2611010,1
2331010,2611011,1
2331010,2611100,1
2331010,2611101,1
2331010,2611110,1
2331010,2611111,1
2331010,2631000,1
2331010,2631001,1
2331010,2631010,1
2331010,2631011,1
2331010,2631100,1
2331010,2631101,1
2331010,2631110,1
2331010,2631111,1
2331010,9120001,1
2331010,9120011,1
2331010,9120101,1
2331010,9120111,1
2331010,9121001,1
2331010,9121011,1
2331010,9121101,1
2331010,9121111,1
2331011,2611000,1
2331011,2611001,1
2331011,2611010,1
2331011,2611011,1
2331011,2611100,1
2331011,2611101,1
2331011,2611110,1
2331011,2611111,1
2331011,2631000,1
2331011,2631001,1
2331011,2631010,1
2331011,2631011,1
2331011,2631100,1
2331011,2631101,1
2331011,2631110,1
2331011,2631111,1
2331011,9120001,1
2331011,9120011,1
2331011,9120101,1
2331011,9120111,1
2331011,9121001,1
2331011,9121011,1
2331011,9121101,1
2331011,9121111,1
2331100,2611000,1
2331100,2611001,1
2331100,2611010,1
2331100,2611011,1
2331100,2631000,1
2331100,2631001,1
2331100,2631010,1
2331100,2631011,1
2331100,9910010,1
2331100,9910011,1
2331100,9910110,1
2331100,9910111,1
2331100,9911010,1
2331100,9911011,1
2331100,9911110,1
2331100,9911111,1
2331100,9920010,1
2331100,9920011,1
2331100,9920110,1
2331100,9920111,1
2331100,9921010,1
2331100,9921011,1
2331100,9921110,1
2331100,9921111,1
2331100,9930010,1
2331100,9930011,1
2331100,9930110,1
2331100,9930111,1
2331100,9931010,1
2331100,9931011,1
2331100,9931110,1
2331100,9931111,1
2331101,2611000,1
2331101,2611001,1
2331101,2611010,1
2331101,2611011,1
2331101,2631000,1
2331101,2631001,1
2331101,2631010,1
2331101,2631011,1
2331101,9910010,1
2331101,9910011,1
2331101,9910110,1
2331101,9910111,1
2331101,9911010,1
2331101,9911011,1
2331101,9911110,1
2331101,9911111,1
2331101,9920010,1
2331101,9920011,1
2331101,9920110,1
2331101,9920111,1
2331101,9921010,1
2331101,9921011,1
2331101,9921110,1
2331101,9921111,1
2331101,9930010,1
2331101,9930011,1
2331101,9930110,1
2331101,9930111,1
2331101,9931010,1
2331101,9931011,1
2331101,9931110,1
2331101,9931111,1
2331110,2611000,1
2331110,2611001,1
2331110,2611010,1
2331110,2611011,1
2331110,2631000,1
2331110,2631001,1
2331110,2631010,1
2331110,2631011,1
2331110,9120001,1
2331110,9120011,1
2331110,9120101,1
2331110,9120111,1
2331110,9121001,1
2331110,9121011,1
2331110,9121101,1
2331110,9121111,1
2331110,9910010,1
2331110,9910011,1
2331110,9910110,1
2331110,9910111,1
2331110,9911010,1
2331110,9911011,1
2331110,9911110,1
2331110,9911111,1
2331110,9920010,1
2331110,9920011,1
2331110,9920110,1
2331110,9920111,1
2331110,9921010,1
2331110,9921011,1
2331110,9921110,1
2331110,9921111,1
2331110,9930010,1
2331110,9930011,1
2331110,9930110,1
2331110,9930111,1
2331110,9931010,1
2331110,9931011,1
2331110,9931110,1
2331110,9931111,1
2331111,2611000,1
2331111,2611001,1
2331111,2611010,1
2331111,2611011,1
2331111,2631000,1
2331111,2631001,1
2331111,2631010,1
2331111,2631011,1
2331111,9120001,1
2331111,9120011,1
2331111,9120101,1
2331111,9120111,1
2331111,9121001,1
2331111,9121011,1
2331111,9121101,1
2331111,9121111,1
2331111,9910010,1
2331111,9910011,1
2331111,9910110,1
2331111,9910111,1
2331111,9911010,1
2331111,9911011,1
