node
2211111
2211110
2211101
2211011
2210111
2211100
2211010
2211001
2210110
2210101
2210011
2211000
2210100
2210010
2210001
2221111
2221110
2221101
2221011
2220111
2221100
2221010
2221001
2220110
2220101
2220011
2221000
2220100
2220010
2220001
2231111
2231110
2231101
2231011
2230111
2231100
2231010
2231001
2230110
2230101
2230011
2231000
2230100
2230010
2230001
2311111
2311110
2311101
2311011
2310111
2311100
2311010
2311001
2310110
2310101
2310011
2311000
2310100
2310010
2310001
2321111
2321110
2321101
2321011
2320111
2321100
2321010
2321001
2320110
2320101
2320011
2321000
2320100
2320010
2320001
2331111
2331110
2331101
2331011
2330111
2331100
2331010
2331001
2330110
2330101
2330011
2331000
2330100
2330010
2330001
2611111
2611110
2611101
2611011
2610111
2611100
2611010
2611001
2610110
2610101
2610011
2611000
2610100
2610010
2610001
2621111
2621110
2621101
2621011
2620111
2621100
2621010
2621001
2620110
2620101
2620011
2621000
2620100
2620010
2620001
2631111
2631110
2631101
2631011
2630111
2631100
2631010
2631001
2630110
2630101
2630011
2631000
2630100
2630010
2630001
9911111
9911110
9911101
9911011
9910111
9911100
9911010
9911001
9910110
9910101
9910011
9911000
9910100
9910010
9910001
9921111
9921110
9921101
9921011
9920111
9921100
9921010
9921001
9920110
9920101
9920011
9921000
9920100
9920010
9920001
9931111
9931110
9931101
9931011
9930111
9931100
9931010
9931001
9930110
9930101
9930011
9931000
9930100
9930010
9930001
9111111
9111110
9111101
9111011
9110111
9111100
9111010
9111001
9110110
9110101
9110011
9111000
9110100
9110010
9110001
9121111
9121110
9121101
9121011
9120111
9121100
9121010
9121001
9120110
9120101
9120011
9121000
9120100
9120010
9120001
9131111
9131110
9131101
9131011
9130111
9131100
9131010
9131001
9130110
9130101
9130011
9131000
9130100
9130010
9130001
1811111
1811110
1811101
1811011
1810111
1811100
1811010
1811001
1810110
1810101
1810011
1811000
1810100
1810010
1810001
1821111
1821110
1821101
1821011
1820111
1821100
1821010
1821001
1820110
1820101
1820011
1821000
1820100
1820010
1820001
1831111
1831110
1831101
1831011
1830111
1831100
1831010
1831001
1830110
1830101
1830011
1831000
1830100
1830010
1830001
1111111
1111110
1111101
1111011
1110111
1111100
1111010
1111001
1110110
1110101
1110011
1111000
1110100
1110010
1110001
1121111
1121110
1121101
1121011
1120111
1121100
1121010
1121001
1120110
1120101
1120011
1121000
1120100
1120010
1120001
1131111
1131110
1131101
1131011
1130111
1131100
1131010
1131001
1130110
1130101
1130011
1131000
1130100
1130010
1130001
1211111
1211110
1211101
1211011
1210111
1211100
1211010
1211001
1210110
1210101
1210011
1211000
1210100
1210010
1210001
1221111
1221110
1221101
1221011
1220111
1221100
1221010
1221001
1220110
1220101
1220011
1221000
1220100
1220010
1220001
1231111
1231110
1231101
1231011
1230111
1231100
1231010
1231001
1230110
1230101
1230011
1231000
1230100
1230010
1230001
1511111
1511110
1511101
1511011
1510111
1511100
1511010
1511001
1510110
1510101
1510011
1511000
1510100
1510010
1510001
1521111
1521110
1521101
1521011
1520111
1521100
1521010
1521001
1520110
1520101
1520011
1521000
1520100
1520010
1520001
1531111
1531110
1531101
1531011
1530111
1531100
1531010
1531001
1530110
1530101
1530011
1531000
1530100
1530010
1530001
9211111
9211110
9211101
9211011
9210111
9211100
9211010
9211001
9210110
9210101
9210011
9211000
9210100
9210010
9210001
9221111
9221110
9221101
9221011
9220111
9221100
9221010
9221001
9220110
9220101
9220011
9221000
9220100
9220010
9220001
9231111
9231110
9231101
9231011
9230111
9231100
9231010
9231001
9230110
9230101
9230011
9231000
9230100
9230010
9230001
9711111
9711110
9711101
9711011
9710111
9711100
9711010
9711001
9710110
9710101
9710011
9711000
9710100
9710010
9710001
9721111
9721110
9721101
9721011
9720111
9721100
9721010
9721001
9720110
9720101
9720011
9721000
9720100
9720010
9720001
9731111
9731110
9731101
9731011
9730111
9731100
9731010
9731001
9730110
9730101
9730011
9731000
9730100
9730010
9730001
1911111
1911110
1911101
1911011
1910111
1911100
1911010
1911001
1910110
1910101
1910011
1911000
1910100
1910010
1910001
1921111
1921110
1921101
1921011
1920111
1921100
1921010
1921001
1920110
1920101
1920011
1921000
1920100
1920010
1920001
1931111
1931110
1931101
1931011
1930111
1931100
1931010
1931001
1930110
1930101
1930011
1931000
1930100
1930010
1930001
1011111
1011110
1011101
1011011
1010111
1011100
1011010
1011001
1010110
1010101
1010011
1011000
1010100
1010010
1010001
1021111
1021110
1021101
1021011
1020111
1021100
1021010
1021001
1020110
1020101
1020011
1021000
1020100
1020010
1020001
1031111
1031110
1031101
1031011
1030111
1031100
1031010
1031001
1030110
1030101
1030011
1031000
1030100
1030010
1030001
1611111
1611110
1611101
1611011
1610111
1611100
1611010
1611001
1610110
1610101
1610011
1611000
1610100
1610010
1610001
1621111
1621110
1621101
1621011
1620111
1621100
1621010
1621001
1620110
1620101
1620011
1621000
1620100
1620010
1620001
1631111
1631110
1631101
1631011
1630111
1631100
1631010
1631001
1630110
1630101
1630011
1631000
1630100
1630010
1630001
2111111
2111110
2111101
2111011
2110111
2111100
2111010
2111001
2110110
2110101
2110011
2111000
2110100
2110010
2110001
2121111
2121110
2121101
2121011
2120111
2121100
2121010
2121001
2120110
2120101
2120011
2121000
2120100
2120010
2120001
2131111
2131110
2131101
2131011
2130111
2131100
2131010
2131001
2130110
2130101
2130011
2131000
2130100
2130010
2130001
931
932
933
951
952
953
981
982
983
